Policy_Area,Dataset,Variable,Year,Count,Tract,tractnumber,Neighborhood,GEOID,Row_ID,Date,Location,Los Angeles Incorporated Cities,DPW_CITY_BOUNDARIES_from_dmu2_xaer,la_county_tracts_from_jczq_z5ui,City Boundaries_from_22pk_kkuz,LA Neighborhoods_from_5ikr_59ci,layer_0_from_yr99_sgmi,layer_0_from_mgnu_zr5s,New Neighborhoods_from_s3dq_ztay,Neighborhoods_from_5jp5_kw3x,Neighborhoods_from_gw34_aa8i
Housing & Real Estate,Homelessness,Total Homeless Population,2017,3,"Census Tract 4045.03, Los Angeles County, California",404503,Vincent,1400000US06037404503,Total_Homeless_Population_2017_1400000US06037404503,01/01/2017 12:00:00 AM,"(34.110534, -117.9121425)",,203,2106,,247,36,36,37,37,37
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4016.01, Los Angeles County, California",401601,La Verne,1400000US06037401601,Sheltered_Population_2017_1400000US06037401601,01/01/2017 12:00:00 AM,"(34.115101, -117.77002)",44,205,261,44,128,210,209,206,206,206
Housing & Real Estate,Homelessness,Total Homeless Population,2018,6,"Census Tract 3116, Los Angeles County, California",311600,Burbank,1400000US06037311600,Total_Homeless_Population_2018_1400000US06037311600,01/01/2018 12:00:00 AM,"(34.152186, -118.3385765)",36,266,1497,36,33,185,181,181,182,182
Housing & Real Estate,Homelessness,Total Homeless Population,2018,2,"Census Tract 5034.02, Los Angeles County, California",503402,Whittier,1400000US06037503402,Total_Homeless_Population_2018_1400000US06037503402,01/01/2018 12:00:00 AM,"(33.9411175, -118.0019365)",80,160,2102,80,266,22,22,22,23,23
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 4809.02, Los Angeles County, California",480902,Alhambra,1400000US06037480902,Sheltered_Population_2018_1400000US06037480902,01/01/2018 12:00:00 AM,"(34.0810405, -118.140708)",30,263,556,30,5,165,160,162,160,160
Housing & Real Estate,Homelessness,Unsheltered Population,2018,1,"Census Tract 4086.29, Los Angeles County, California",408629,Hacienda Heights,1400000US06037408629,Unsheltered_Population_2018_1400000US06037408629,01/01/2018 12:00:00 AM,"(33.97933, -117.961636)",,325,10,,93,12,12,12,35,35
Housing & Real Estate,Homelessness,Unsheltered Population,2018,9,"Census Tract 4324.01, Los Angeles County, California",432401,El Monte,1400000US06037432401,Unsheltered_Population_2018_1400000US06037432401,01/01/2018 12:00:00 AM,"(34.090727, -118.0227495)",65,323,1389,65,73,127,123,126,123,123
Housing & Real Estate,Homelessness,Total Homeless Population,2018,55,"Census Tract 5302.02, Los Angeles County, California",530202,Montebello,1400000US06037530202,Total_Homeless_Population_2018_1400000US06037530202,01/01/2018 12:00:00 AM,"(34.0246365, -118.1367445)",67,326,2306,67,153,265,266,265,265,265
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4033.24, Los Angeles County, California",403324,Diamond Bar,1400000US06037403324,Sheltered_Population_2017_1400000US06037403324,01/01/2017 12:00:00 AM,"(33.98046, -117.8144505)",61,315,1672,61,60,76,76,77,78,75
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 4006.02, Los Angeles County, California",400602,Azusa,1400000US06037400602,Sheltered_Population_2018_1400000US06037400602,01/01/2018 12:00:00 AM,"(34.140085, -117.9115945)",13,230,2015,13,18,78,78,79,79,77
Housing & Real Estate,Homelessness,Unsheltered Population,2018,1,"Census Tract 4039.02, Los Angeles County, California",403902,Glendora,1400000US06037403902,Unsheltered_Population_2018_1400000US06037403902,01/01/2018 12:00:00 AM,"(34.112599, -117.8726435)",17,233,1170,17,87,115,113,116,115,113
Housing & Real Estate,Homelessness,Unsheltered Population,2017,2,"Census Tract 4017.01, Los Angeles County, California",401701,Claremont,1400000US06037401701,Unsheltered_Population_2017_1400000US06037401701,01/01/2017 12:00:00 AM,"(34.114338, -117.7436235)",45,206,2329,45,49,186,182,182,183,183
Housing & Real Estate,Homelessness,Unsheltered Population,2018,34,"Census Tract 3108, Los Angeles County, California",310800,Burbank,1400000US06037310800,Unsheltered_Population_2018_1400000US06037310800,01/01/2018 12:00:00 AM,"(34.1749995, -118.3232165)",36,266,912,36,33,185,181,181,182,182
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 4027.05, Los Angeles County, California",402705,Pomona,1400000US06037402705,Sheltered_Population_2018_1400000US06037402705,01/01/2018 12:00:00 AM,"(34.0712185, -117.731491)",66,324,1280,66,178,47,47,48,48,48
Housing & Real Estate,Homelessness,Unsheltered Population,2017,20,"Census Tract 5317.01, Los Angeles County, California",531701,East Los Angeles,1400000US06037531701,Unsheltered_Population_2017_1400000US06037531701,01/01/2017 12:00:00 AM,"(34.0216845, -118.152093)",,220,1694,,69,41,41,42,43,43
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 4300.03, Los Angeles County, California",430003,Monrovia,1400000US06037430003,Sheltered_Population_2018_1400000US06037430003,01/01/2018 12:00:00 AM,"(34.1682255, -117.942383)",18,234,1040,18,151,13,13,13,13,13
Housing & Real Estate,Homelessness,Total Homeless Population,2018,8,"Census Tract 5028.02, Los Angeles County, California",502802,Santa Fe Springs,1400000US06037502802,Total_Homeless_Population_2018_1400000US06037502802,01/01/2018 12:00:00 AM,"(33.9311015, -118.0697865)",85,297,1047,85,202,152,151,154,155,155
Housing & Real Estate,Homelessness,Unsheltered Population,2018,1,"Census Tract 4003.04, Los Angeles County, California",400304,San Dimas,1400000US06037400304,Unsheltered_Population_2018_1400000US06037400304,01/01/2018 12:00:00 AM,"(34.1050345, -117.7997755)",78,334,921,78,193,135,131,134,137,137
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 5013, Los Angeles County, California",501300,Whittier,1400000US06037501300,Sheltered_Population_2018_1400000US06037501300,01/01/2018 12:00:00 AM,"(33.9921455, -118.0545255)",80,160,1032,80,266,22,22,22,23,23
Housing & Real Estate,Homelessness,Unsheltered Population,2018,46,"Census Tract 4328.01, Los Angeles County, California",432801,El Monte,1400000US06037432801,Unsheltered_Population_2018_1400000US06037432801,01/01/2018 12:00:00 AM,"(34.077308, -118.0459705)",65,323,2067,65,73,127,123,126,123,123
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4023.04, Los Angeles County, California",402304,Pomona,1400000US06037402304,Sheltered_Population_2017_1400000US06037402304,01/01/2017 12:00:00 AM,"(34.0613, -117.7678315)",66,324,946,66,178,47,47,48,48,48
Housing & Real Estate,Homelessness,Total Homeless Population,2017,29,"Census Tract 4044.02, Los Angeles County, California",404402,Azusa,1400000US06037404402,Total_Homeless_Population_2017_1400000US06037404402,01/01/2017 12:00:00 AM,"(34.122452, -117.922847)",13,230,628,13,18,78,78,79,79,77
Housing & Real Estate,Homelessness,Total Homeless Population,2018,2,"Census Tract 4826, Los Angeles County, California",482600,Monterey Park,1400000US06037482600,Total_Homeless_Population_2018_1400000US06037482600,01/01/2018 12:00:00 AM,"(34.047759, -118.1144605)",87,299,1391,87,155,102,103,106,102,101
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 4034.04, Los Angeles County, California",403404,Walnut,1400000US06037403404,Total_Homeless_Population_2017_1400000US06037403404,01/01/2017 12:00:00 AM,"(34.028482, -117.854273)",79,53,1674,79,248,81,81,82,84,80
Housing & Real Estate,Homelessness,Unsheltered Population,2017,2,"Census Tract 4034.01, Los Angeles County, California",403401,West Covina,1400000US06037403401,Unsheltered_Population_2017_1400000US06037403401,01/01/2017 12:00:00 AM,"(34.013924, -117.871149)",64,322,1328,64,255,217,216,212,211,211
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 4081.36, Los Angeles County, California",408136,West Covina,1400000US06037408136,Unsheltered_Population_2017_1400000US06037408136,01/01/2017 12:00:00 AM,"(34.009563, -117.874467)",64,322,1328,64,255,217,216,212,211,211
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4050.01, Los Angeles County, California",405001,Baldwin Park,1400000US06037405001,Sheltered_Population_2017_1400000US06037405001,01/01/2017 12:00:00 AM,"(34.10311, -117.9665385)",70,331,1175,70,20,68,68,69,70,69
Housing & Real Estate,Homelessness,Total Homeless Population,2018,2,"Census Tract 4033.22, Los Angeles County, California",403322,Diamond Bar,1400000US06037403322,Total_Homeless_Population_2018_1400000US06037403322,01/01/2018 12:00:00 AM,"(33.992503, -117.8345605)",61,315,690,61,60,76,76,77,78,75
Housing & Real Estate,Homelessness,Total Homeless Population,2018,33,"Census Tract 4058, Los Angeles County, California",405800,Covina,1400000US06037405800,Total_Homeless_Population_2018_1400000US06037405800,01/01/2018 12:00:00 AM,"(34.103307, -117.9121645)",42,271,316,42,56,4,4,4,4,4
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4066.02, Los Angeles County, California",406602,West Covina,1400000US06037406602,Sheltered_Population_2017_1400000US06037406602,01/01/2017 12:00:00 AM,"(34.0548195, -117.934636)",64,322,1654,64,255,217,216,212,211,211
Housing & Real Estate,Homelessness,Unsheltered Population,2017,14,"Census Tract 4006.02, Los Angeles County, California",400602,Azusa,1400000US06037400602,Unsheltered_Population_2017_1400000US06037400602,01/01/2017 12:00:00 AM,"(34.140085, -117.9115945)",13,230,2015,13,18,78,78,79,79,77
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4605.02, Los Angeles County, California",460502,La Canada Flintridge,1400000US06037460502,Sheltered_Population_2017_1400000US06037460502,01/01/2017 12:00:00 AM,"(34.2051075, -118.1950465)",37,6,636,37,117,224,225,220,217,217
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 5301.02, Los Angeles County, California",530102,Montebello,1400000US06037530102,Sheltered_Population_2017_1400000US06037530102,01/01/2017 12:00:00 AM,"(34.015395, -118.1155185)",67,326,1088,67,153,265,266,265,265,265
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4026, Los Angeles County, California",402600,Pomona,1400000US06037402600,Sheltered_Population_2017_1400000US06037402600,01/01/2017 12:00:00 AM,"(34.069537, -117.744427)",66,324,947,66,178,47,47,48,48,48
Housing & Real Estate,Homelessness,Sheltered Population,2018,350,"Census Tract 5323.04, Los Angeles County, California",532304,Commerce,1400000US06037532304,Sheltered_Population_2018_1400000US06037532304,01/01/2018 12:00:00 AM,"(33.985628, -118.152339)",86,298,1102,86,50,250,247,249,249,249
Housing & Real Estate,Homelessness,Unsheltered Population,2018,4,"Census Tract 4069.02, Los Angeles County, California",406902,West Puente Valley,1400000US06037406902,Unsheltered_Population_2018_1400000US06037406902,01/01/2018 12:00:00 AM,"(34.056693, -117.964561)",,330,671,,262,33,33,34,32,32
Housing & Real Estate,Homelessness,Total Homeless Population,2018,0,"Census Tract 4040, Los Angeles County, California",404000,Azusa,1400000US06037404000,Total_Homeless_Population_2018_1400000US06037404000,01/01/2018 12:00:00 AM,"(34.114029, -117.8858165)",13,230,691,13,18,78,78,79,79,77
Housing & Real Estate,Homelessness,Unsheltered Population,2018,4,"Census Tract 4006.04, Los Angeles County, California",400604,Azusa,1400000US06037400604,Unsheltered_Population_2018_1400000US06037400604,01/01/2018 12:00:00 AM,"(34.148685, -117.891244)",13,230,113,13,18,78,78,79,79,77
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 4800.12, Los Angeles County, California",480012,East San Gabriel,1400000US06037480012,Unsheltered_Population_2017_1400000US06037480012,01/01/2017 12:00:00 AM,"(34.118664, -118.074084)",,185,2094,,71,3,3,3,3,3
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 4024.05, Los Angeles County, California",402405,Pomona,1400000US06037402405,Sheltered_Population_2018_1400000US06037402405,01/01/2018 12:00:00 AM,"(34.0672095, -117.795189)",66,324,263,66,178,47,47,48,48,48
Housing & Real Estate,Homelessness,Unsheltered Population,2017,3,"Census Tract 4811.01, Los Angeles County, California",481101,San Gabriel,1400000US06037481101,Unsheltered_Population_2017_1400000US06037481101,01/01/2017 12:00:00 AM,"(34.098345, -118.106683)",7,217,438,7,195,143,142,145,146,146
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 5315.02, Los Angeles County, California",531502,East Los Angeles,1400000US06037531502,Sheltered_Population_2017_1400000US06037531502,01/01/2017 12:00:00 AM,"(34.0195495, -118.1704775)",,220,1093,,69,41,41,42,43,43
Housing & Real Estate,Homelessness,Total Homeless Population,2018,48,"Census Tract 5321.01, Los Angeles County, California",532101,Montebello,1400000US06037532101,Total_Homeless_Population_2018_1400000US06037532101,01/01/2018 12:00:00 AM,"(34.004803, -118.1053765)",67,326,1095,67,153,265,266,265,265,265
Housing & Real Estate,Homelessness,Unsheltered Population,2018,1,"Census Tract 4824.01, Los Angeles County, California",482401,Rosemead,1400000US06037482401,Unsheltered_Population_2018_1400000US06037482401,01/01/2018 12:00:00 AM,"(34.0676445, -118.0862325)",68,328,997,68,191,194,188,190,191,191
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 4044.01, Los Angeles County, California",404401,Azusa,1400000US06037404401,Sheltered_Population_2018_1400000US06037404401,01/01/2018 12:00:00 AM,"(34.127055, -117.918436)",13,230,628,13,18,78,78,79,79,77
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 4631.02, Los Angeles County, California",463102,Pasadena,1400000US06037463102,Sheltered_Population_2018_1400000US06037463102,01/01/2018 12:00:00 AM,"(34.137723, -118.083735)",,185,2338,,175,254,250,252,251,251
Housing & Real Estate,Homelessness,Total Homeless Population,2018,9,"Census Tract 3109, Los Angeles County, California",310900,Burbank,1400000US06037310900,Total_Homeless_Population_2018_1400000US06037310900,01/01/2018 12:00:00 AM,"(34.1809065, -118.3290175)",36,266,259,36,33,185,181,181,182,182
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 4326.02, Los Angeles County, California",432602,El Monte,1400000US06037432602,Total_Homeless_Population_2017_1400000US06037432602,01/01/2017 12:00:00 AM,"(34.081728, -118.005815)",65,323,14,65,73,127,123,126,123,123
Housing & Real Estate,Homelessness,Unsheltered Population,2017,3,"Census Tract 4340.03, Los Angeles County, California",434003,El Monte,1400000US06037434003,Unsheltered_Population_2017_1400000US06037434003,01/01/2017 12:00:00 AM,"(34.0462105, -118.022669)",65,323,395,65,73,127,123,126,123,123
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4302, Los Angeles County, California",430200,Bradbury,1400000US06037430200,Sheltered_Population_2017_1400000US06037430200,01/01/2017 12:00:00 AM,"(34.1543995, -117.968573)",12,229,1372,12,26,53,53,54,52,52
Housing & Real Estate,Homelessness,Unsheltered Population,2017,4,"Census Tract 3113, Los Angeles County, California",311300,Burbank,1400000US06037311300,Unsheltered_Population_2017_1400000US06037311300,01/01/2017 12:00:00 AM,"(34.173525, -118.342414)",36,266,914,36,33,185,181,181,182,182
Housing & Real Estate,Homelessness,Total Homeless Population,2017,4,"Census Tract 5308.01, Los Angeles County, California",530801,East Los Angeles,1400000US06037530801,Total_Homeless_Population_2017_1400000US06037530801,01/01/2017 12:00:00 AM,"(34.050936, -118.187759)",,220,2307,,69,41,41,42,43,43
Housing & Real Estate,Homelessness,Unsheltered Population,2018,16,"Census Tract 5307, Los Angeles County, California",530700,East Los Angeles,1400000US06037530700,Unsheltered_Population_2018_1400000US06037530700,01/01/2018 12:00:00 AM,"(34.058801, -118.1809405)",,220,2109,,69,41,41,42,43,43
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4052.01, Los Angeles County, California",405201,Baldwin Park,1400000US06037405201,Sheltered_Population_2017_1400000US06037405201,01/01/2017 12:00:00 AM,"(34.0849785, -117.9522585)",70,331,1647,70,20,68,68,69,70,69
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 4080.05, Los Angeles County, California",408005,West Covina,1400000US06037408005,Sheltered_Population_2017_1400000US06037408005,01/01/2017 12:00:00 AM,"(34.0483655, -117.8955145)",64,322,1326,64,255,217,216,212,211,211
Housing & Real Estate,Homelessness,Unsheltered Population,2018,8,"Census Tract 5028.02, Los Angeles County, California",502802,Santa Fe Springs,1400000US06037502802,Unsheltered_Population_2018_1400000US06037502802,01/01/2018 12:00:00 AM,"(33.9311015, -118.0697865)",85,297,1047,85,202,152,151,154,155,155
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 5038.02, Los Angeles County, California",503802,La Mirada,1400000US06037503802,Unsheltered_Population_2018_1400000US06037503802,01/01/2018 12:00:00 AM,"(33.8968395, -118.0030395)",82,310,1086,82,124,146,150,153,154,154
Housing & Real Estate,Homelessness,Unsheltered Population,2018,11,"Census Tract 5313.01, Los Angeles County, California",531301,East Los Angeles,1400000US06037531301,Unsheltered_Population_2018_1400000US06037531301,01/01/2018 12:00:00 AM,"(34.0206815, -118.1830935)",,220,1092,,69,41,41,42,43,43
